response,ArrivalDateYear,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
1,2016,December,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
1,2016,June,4,10,Offline TA/TO,TA/TO,0,0,0,A,1,40,NA,0,Contract,53.55,0,1
1,2016,November,0,3,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,55.44,0,1
1,2016,September,0,1,Direct,Corporate,0,0,0,A,0,72,NA,0,Transient,65,1,0
1,2016,February,1,3,Online TA,TA/TO,1,0,1,D,0,242,NA,0,Group,58,0,1
1,2016,August,0,0,Online TA,TA/TO,1,0,0,D,0,240,NA,0,Transient,0,0,1
1,2016,April,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,51.84,0,2
1,2016,October,0,1,Groups,TA/TO,0,0,0,A,0,368,NA,0,Transient-Party,72,0,0
1,2016,March,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,58,0,2
1,2016,April,2,5,Groups,Direct,0,0,0,A,0,273,NA,0,Transient-Party,47.9,0,0
1,2015,August,0,5,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,108.92,0,3
1,2016,May,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,100.67,1,1
1,2016,June,1,1,Corporate,Corporate,0,1,7,A,0,NA,86,0,Transient,65,0,0
2,2016,March,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,40.11,0,2
1,2016,March,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,66.5,1,1
1,2016,March,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,156,NA,0,Transient,36.86,0,3
1,2016,October,0,1,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,150,1,1
1,2015,October,1,3,Groups,Corporate,0,0,0,A,0,NA,223,0,Transient-Party,46.5,0,0
1,2016,September,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,143,NA,0,Transient,73.95,0,0
1,2016,September,1,3,Groups,Direct,0,0,0,A,1,NA,223,0,Transient-Party,68,0,0
2,2015,September,2,5,Offline TA/TO,TA/TO,0,1,0,A,0,96,NA,0,Transient-Party,58.95,0,0
1,2015,November,2,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,84,1,1
1,2016,December,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,65,0,1
1,2016,October,2,0,Groups,Corporate,0,0,0,D,0,NA,NA,0,Transient-Party,73,1,0
1,2015,July,2,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,147,1,2
1,2016,July,4,10,Offline TA/TO,TA/TO,0,0,0,E,0,95,NA,0,Transient,136.8,0,0
1,2016,January,2,1,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient,30,0,0
1,2015,October,0,1,Corporate,Corporate,1,0,1,A,0,NA,274,0,Transient,48,0,0
2,2016,October,2,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,68,0,0
1,2016,March,1,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,99,1,0
1,2015,August,2,4,Offline TA/TO,TA/TO,0,0,0,D,0,171,NA,0,Transient,101.25,0,0
1,2016,October,0,1,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,146,1,0
1,2016,June,1,0,Online TA,TA/TO,0,0,1,G,1,240,NA,0,Transient,201,0,1
1,2015,October,2,5,Groups,Direct,0,0,0,D,0,273,NA,0,Transient-Party,68.74,0,0
2,2016,August,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,219,0,0
2,2016,February,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,60,0,1
1,2016,June,4,11,Offline TA/TO,TA/TO,0,0,0,D,0,8,NA,0,Transient,68.4,0,0
1,2016,May,4,6,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,59.91,0,1
1,2016,November,0,2,Direct,TA/TO,1,0,1,A,1,250,NA,0,Transient,37,0,0
1,2016,July,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,314,NA,0,Transient-Party,116.57,0,1
1,2016,December,0,1,Corporate,Corporate,0,0,1,A,0,NA,135,0,Transient,36,1,0
1,2016,January,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,40,0,2
1,2016,February,1,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,68,0,1
1,2016,March,0,1,Groups,TA/TO,0,0,0,A,0,66,NA,0,Transient-Party,30,0,0
1,2015,November,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,25,0,0
1,2016,December,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,464,NA,0,Transient,77.14,0,0
2,2015,December,1,3,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,73.5,0,0
1,2016,September,2,2,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,170.1,0,0
1,2016,May,0,3,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,87.5,0,1
1,2016,December,0,1,Direct,Direct,0,0,0,F,4,250,NA,0,Transient-Party,99,1,0
1,2015,July,0,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,0,0,2
1,2016,April,2,5,Groups,Direct,0,0,0,A,0,273,NA,0,Transient-Party,47.9,0,0
2,2016,March,2,3,Online TA,TA/TO,0,0,0,C,0,242,NA,0,Transient,71.28,0,1
2,2016,August,3,7,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,212,0,1
1,2015,November,2,10,Corporate,Corporate,0,0,0,A,1,326,281,0,Transient-Party,49.5,1,0
1,2015,September,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,26,NA,0,Contract,73.15,0,1
1,2016,June,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,84,1,1
1,2015,November,0,5,Corporate,Corporate,0,0,0,A,3,NA,281,0,Transient,60,0,1
1,2016,May,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2016,December,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient-Party,62,1,1
2,2015,December,2,1,Offline TA/TO,TA/TO,0,1,0,A,0,NA,NA,0,Transient-Party,68,0,0
1,2016,February,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,88,0,1
1,2016,January,0,0,Online TA,TA/TO,1,0,0,E,0,240,NA,0,Transient,0,0,1
2,2016,April,1,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,73,0,1
2,2016,April,0,2,Groups,TA/TO,0,0,0,A,0,245,NA,0,Transient,86,0,0
1,2016,August,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,189,0,0
1,2016,July,3,5,Offline TA/TO,TA/TO,0,0,0,E,0,96,NA,0,Transient,131.6,0,1
1,2016,September,0,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,150,0,1
1,2016,August,2,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,246,0,2
2,2016,August,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,191,0,2
1,2016,October,0,3,Groups,TA/TO,0,0,0,A,1,315,NA,0,Transient-Party,42,0,0
1,2016,December,1,2,Direct,Direct,1,0,0,E,2,NA,NA,0,Transient-Party,60.87,0,3
1,2016,November,0,1,Corporate,Direct,0,0,3,A,0,NA,NA,0,Transient,35,0,1
2,2016,October,2,2,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient,72,0,0
1,2016,July,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,143,NA,0,Contract,123.64,0,1
1,2016,February,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,115,NA,0,Transient,28.1,0,1
1,2016,May,2,0,Offline TA/TO,TA/TO,0,0,0,A,0,393,NA,0,Transient-Party,48.6,0,1
1,2016,December,0,1,Corporate,Corporate,1,0,1,A,0,NA,494,0,Transient,39,1,1
2,2015,September,3,7,Offline TA/TO,TA/TO,0,1,0,A,0,156,NA,0,Contract,55.68,0,1
1,2016,May,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,330,NA,0,Transient,68,0,0
1,2016,August,2,5,Online TA,TA/TO,0,0,3,E,1,NA,NA,0,Transient,187,1,2
2,2016,August,2,6,Offline TA/TO,TA/TO,0,0,0,D,0,314,NA,0,Transient,141.6,0,0
1,2015,December,2,1,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,32,1,0
2,2016,September,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,92,0,2
2,2016,April,1,3,Groups,TA/TO,0,0,0,A,0,257,NA,0,Transient,80,0,0
1,2016,January,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,45,1,1
2,2016,April,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,253,NA,0,Transient,54,0,1
1,2016,May,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,54.2,0,2
1,2016,September,4,7,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,53.85,0,1
2,2016,March,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,339,NA,0,Transient,25,0,0
1,2015,July,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,130,1,0
1,2016,July,2,0,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,223,1,1
1,2016,April,0,4,Offline TA/TO,TA/TO,0,0,0,A,0,26,NA,0,Transient,39.95,0,0
1,2015,August,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,40,NA,0,Transient,104.98,0,0
2,2016,April,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,73,0,0
1,2015,December,0,1,Direct,Direct,0,0,0,C,1,250,NA,0,Transient,149,0,0
1,2016,January,1,3,Direct,Direct,0,0,0,G,0,250,NA,0,Transient,71,0,0
1,2016,July,2,3,Direct,Direct,0,0,0,C,2,250,NA,0,Transient,155.6,1,1
1,2016,May,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,95,1,1
1,2016,March,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,55,0,0
1,2016,January,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,38,0,0
2,2016,October,2,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,140,0,0
1,2016,May,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,79,1,0
1,2015,November,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,40,0,0
1,2016,January,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,29.16,0,2
1,2015,September,1,4,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,75.8,0,0
1,2016,April,4,8,Direct,Direct,0,0,0,G,0,250,NA,0,Transient,126.67,0,1
1,2016,April,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,54,0,1
1,2015,September,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,69.3,1,1
2,2016,July,2,1,Direct,Direct,0,0,0,H,0,250,NA,0,Transient,224,0,0
1,2016,July,0,1,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,150,0,1
1,2016,June,1,0,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,130.13,1,0
1,2015,August,1,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,189.33,1,3
1,2016,April,1,5,Direct,Direct,0,0,0,F,2,250,NA,0,Transient,83.3,0,1
1,2016,June,1,1,Direct,Direct,1,0,1,F,1,NA,NA,0,Transient,152.1,1,3
2,2015,September,2,7,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,92.67,0,1
1,2016,October,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,143,NA,0,Transient,49.5,0,0
1,2016,November,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,60,0,2
1,2016,January,1,4,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,56.4,1,1
1,2015,November,1,3,Groups,Corporate,0,0,0,A,0,NA,343,0,Transient-Party,42,1,0
1,2016,September,2,5,Online TA,TA/TO,0,0,1,A,0,240,NA,0,Transient,148.14,1,1
1,2016,January,2,5,Online TA,TA/TO,0,0,0,D,0,242,NA,0,Transient,82.5,1,1
1,2015,August,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,172,0,1
1,2015,December,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,5,NA,0,Transient-Party,25,0,0
1,2016,December,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,49,1,1
1,2016,May,1,5,Offline TA/TO,TA/TO,0,0,0,D,0,115,NA,0,Transient,52.2,0,2
1,2015,July,0,2,Groups,Direct,0,0,0,A,0,305,NA,0,Transient-Party,107,0,0
2,2015,September,2,5,Offline TA/TO,TA/TO,0,1,0,A,0,96,NA,0,Transient,54.99,0,0
2,2016,October,2,2,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient,72,0,0
1,2016,April,1,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,49.3,0,0
1,2016,March,0,1,Direct,Direct,0,0,0,A,2,250,NA,0,Transient,50,0,0
2,2015,July,0,2,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,110.3,0,0
1,2016,April,0,1,Direct,Direct,1,0,3,A,0,NA,NA,0,Transient,95,1,0
2,2016,July,1,2,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,170,0,0
2,2016,September,0,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,194,0,0
1,2016,January,0,1,Corporate,Corporate,0,0,0,A,0,NA,144,0,Transient-Party,30,1,0
1,2015,August,2,4,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient-Party,248,0,1
1,2015,September,2,5,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,78.1,0,2
1,2015,August,2,3,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,135.13,1,0
1,2015,December,2,4,Offline TA/TO,TA/TO,0,0,0,D,0,156,NA,0,Transient,31.64,0,0
1,2015,July,1,5,Offline TA/TO,TA/TO,0,0,0,D,2,300,NA,0,Transient,153,0,0
1,2015,August,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,211,0,1
1,2015,August,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,181,NA,0,Transient-Party,96.3,0,1
1,2016,December,3,9,Corporate,Corporate,0,0,0,A,1,NA,154,0,Transient,27,0,0
1,2015,September,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Group,58.5,0,0
1,2016,November,2,2,Online TA,TA/TO,1,0,1,A,0,240,NA,0,Transient,48,0,0
2,2015,December,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,55,0,0
1,2016,February,1,1,Groups,Direct,0,0,0,A,0,38,NA,0,Transient-Party,64,0,0
1,2015,August,2,5,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,191,0,0
2,2016,December,1,2,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,64,0,0
2,2016,June,2,5,Online TA,TA/TO,0,0,0,G,0,242,NA,0,Transient,121.5,0,1
2,2016,April,2,5,Groups,TA/TO,0,0,0,E,0,71,NA,0,Transient,70,0,0
1,2016,February,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,6,NA,0,Transient,37.86,1,0
1,2016,February,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,339,NA,0,Transient,39.15,0,0
1,2016,May,2,6,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,62.45,0,1
2,2016,November,2,1,Groups,TA/TO,0,0,0,A,0,11,NA,0,Transient,30,0,0
1,2015,July,0,2,Direct,Direct,0,0,0,A,1,250,NA,0,Transient,164,0,0
1,2015,September,1,1,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient,0,0,0
2,2016,August,2,5,Direct,Direct,0,0,0,C,1,250,NA,0,Transient,212.14,0,0
2,2016,March,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,339,NA,0,Transient,55,0,0
2,2016,October,2,2,Groups,Corporate,0,0,0,G,1,NA,NA,0,Transient-Party,115,0,0
1,2016,September,2,4,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,159.6,0,0
1,2016,December,0,1,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,79,0,1
2,2016,December,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,76.95,0,2
1,2016,June,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,314,NA,0,Transient,59.31,0,1
1,2016,March,2,5,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,44.66,0,1
1,2015,December,0,1,Direct,Direct,1,0,1,D,1,NA,NA,0,Transient,43,0,0
1,2016,September,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,105,1,0
1,2016,May,0,1,Online TA,TA/TO,1,0,1,A,0,314,NA,0,Transient,56,0,0
2,2016,May,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,44.1,0,1
2,2016,October,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,67.8,0,0
2,2016,October,0,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,44.66,0,1
1,2015,July,2,5,Online TA,TA/TO,0,0,0,D,0,147,NA,0,Transient,209.17,0,1
2,2016,March,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,95,0,1
2,2016,October,2,4,Groups,Corporate,0,0,0,E,0,NA,NA,0,Transient-Party,8,0,0
1,2016,March,0,0,Groups,Direct,0,0,0,A,2,NA,223,0,Transient-Party,0,0,0
1,2016,March,2,1,Direct,Direct,0,0,0,D,1,250,NA,0,Transient,85,0,1
2,2015,August,3,10,Online TA,TA/TO,0,1,0,A,0,240,NA,0,Transient,134,0,0
1,2016,March,1,4,Groups,Direct,0,0,0,A,1,NA,223,0,Transient-Party,66,0,0
2,2016,September,1,4,Online TA,TA/TO,0,0,0,D,2,240,NA,0,Transient,134,0,1
1,2016,January,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,49,0,0
1,2016,September,2,4,Groups,Direct,0,0,0,A,2,NA,223,0,Transient-Party,68,0,0
1,2016,May,1,1,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,94,0,1
2,2016,May,0,4,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient,46,0,0
1,2016,April,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,68,1,1
1,2015,November,0,1,Direct,Direct,1,0,1,A,0,NA,NA,0,Transient,38,0,0
1,2015,November,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,3,NA,0,Transient,31,1,0
1,2016,September,2,5,Direct,Direct,0,0,0,H,0,250,NA,0,Transient,251,1,0
1,2015,July,2,6,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient-Party,135,0,1
1,2016,April,0,1,Groups,TA/TO,0,0,0,A,0,146,NA,0,Transient-Party,54,0,0
2,2015,November,0,2,Corporate,Corporate,0,0,0,A,0,281,NA,0,Transient-Party,40,0,0
1,2015,October,0,1,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,66,0,1
1,2016,October,2,3,Groups,Corporate,0,0,0,F,3,NA,NA,0,Transient-Party,95,1,0
1,2016,March,0,1,Corporate,Corporate,0,0,0,A,1,NA,NA,0,Transient,30,0,0
1,2016,August,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,181,0,3
1,2016,July,3,6,Offline TA/TO,TA/TO,0,0,0,A,1,177,NA,0,Transient,100,0,0
1,2016,October,1,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,89,0,2
2,2015,July,2,5,Offline TA/TO,TA/TO,1,1,0,A,0,156,NA,0,Contract,90.95,0,0
2,2015,August,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,266,0,0
1,2016,September,2,5,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,203.43,1,1
2,2015,November,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,32.4,0,2
2,2016,August,3,6,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,192,0,0
1,2015,September,2,4,Offline TA/TO,TA/TO,0,0,0,D,0,8,NA,0,Contract,79.5,0,0
1,2016,March,0,2,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,67,0,0
2,2016,May,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,58,0,2
1,2016,May,0,1,Corporate,Corporate,0,0,0,A,0,NA,20,0,Transient,57,0,0
1,2016,April,2,5,Groups,Direct,0,0,0,A,0,273,NA,0,Transient-Party,47.9,0,0
1,2015,August,0,3,Offline TA/TO,TA/TO,0,0,0,A,0,242,NA,0,Transient,166,0,1
2,2015,December,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,68,0,0
2,2015,July,0,2,Groups,TA/TO,0,24,0,A,0,NA,NA,0,Transient,121.5,0,0
1,2015,November,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,38,0,0
2,2016,August,2,3,Groups,TA/TO,0,1,0,D,0,NA,NA,0,Transient,128,0,0
1,2015,November,0,1,Corporate,Corporate,0,0,0,A,0,NA,347,0,Transient,46.2,1,1
2,2016,October,1,0,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,63,0,0
1,2015,August,2,5,Direct,Direct,0,0,0,C,0,250,NA,0,Transient,234.29,0,1
1,2016,April,2,4,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,64.8,0,0
1,2015,July,4,10,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,109.9,0,2
1,2015,September,0,2,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,80.1,0,0
1,2015,July,2,3,Offline TA/TO,TA/TO,0,0,0,D,0,156,NA,0,Contract,123,0,0
1,2016,March,1,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,48,0,0
2,2016,November,1,3,Corporate,Corporate,0,0,0,A,0,NA,478,0,Transient,45,0,1
1,2016,September,1,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,110,0,1
1,2016,August,2,4,Offline TA/TO,TA/TO,0,0,0,E,0,96,NA,0,Transient-Party,159.5,0,0
1,2015,November,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,26.23,0,1
1,2015,October,1,3,Groups,Corporate,0,0,0,A,0,NA,223,0,Transient-Party,44.5,0,0
1,2016,July,0,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient-Party,219,0,0
1,2016,May,0,3,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,48,0,0
2,2016,September,1,5,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,150.6,0,0
1,2016,March,0,3,Groups,TA/TO,0,0,0,A,0,115,NA,0,Transient-Party,86.55,0,0
2,2015,September,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,137.67,0,1
1,2015,October,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,8,NA,0,Contract,67.14,1,0
2,2016,August,4,10,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,286.79,0,0
1,2016,December,1,1,Offline TA/TO,TA/TO,0,0,1,E,2,57,NA,0,Contract,80,0,1
1,2016,February,1,0,Direct,Direct,1,0,3,A,0,NA,NA,0,Group,35.1,0,0
1,2016,April,0,3,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,69.49,0,1
1,2016,December,0,1,Online TA,TA/TO,1,0,3,A,0,240,NA,0,Transient,43,0,1
1,2016,October,0,3,Groups,TA/TO,0,0,2,A,1,315,NA,0,Transient-Party,48,0,0
1,2015,August,1,2,Offline TA/TO,TA/TO,0,0,0,E,0,96,NA,0,Transient,254,1,1
1,2015,July,0,2,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,87.3,0,2
1,2016,February,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,58,0,0
1,2015,November,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,38,0,0
1,2016,May,2,6,Offline TA/TO,TA/TO,0,0,0,D,0,147,NA,0,Transient,53.87,0,2
1,2016,January,0,2,Direct,Direct,0,0,2,G,1,NA,NA,0,Transient,50,1,0
1,2016,August,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,196,NA,0,Transient-Party,177.5,0,2
1,2015,July,2,5,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,120.43,0,0
1,2016,August,1,5,Online TA,TA/TO,0,0,0,H,2,240,NA,0,Transient,265.83,0,0
1,2016,May,1,1,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,145,0,0
1,2015,October,0,2,Offline TA/TO,TA/TO,0,0,0,A,1,208,NA,0,Transient-Party,70,0,0
1,2016,January,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,49,0,0
2,2016,November,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,1
1,2016,July,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,143,NA,0,Contract,91.81,0,0
2,2016,June,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,57.51,0,1
1,2015,August,1,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,183,0,0
2,2016,February,0,2,Groups,TA/TO,0,0,0,A,0,134,NA,0,Transient-Party,68,0,0
1,2016,December,0,2,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,34.4,0,0
2,2016,October,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,90,0,1
2,2016,September,0,3,Groups,TA/TO,0,0,0,D,0,1,NA,0,Transient,89,0,0
2,2016,April,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2016,October,1,0,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,76.5,0,2
1,2016,May,2,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,84.15,0,1
1,2016,November,0,5,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,42.12,0,2
2,2016,November,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,2
1,2016,September,2,5,Groups,TA/TO,0,0,0,A,0,253,NA,0,Transient-Party,70,0,0
1,2016,May,1,2,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,82.67,1,0
2,2015,August,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,211,0,1
1,2016,July,2,5,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,240.86,0,1
1,2016,October,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,62,1,2
1,2015,September,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient,44.5,0,0
2,2015,August,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,178.33,0,1
2,2016,July,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,176.25,0,0
1,2016,July,4,8,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,93.77,0,1
1,2016,September,3,6,Offline TA/TO,TA/TO,0,0,0,D,1,69,NA,0,Transient,72,0,1
1,2016,October,0,1,Corporate,Corporate,0,0,0,A,0,NA,47,0,Transient,48,0,0
2,2015,September,0,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,129,0,1
