LeadTime,ArrivalDateYear,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
0,2017,0,2,Direct,Direct,0,0,1,A,0,NA,NA,0,Transient,60,0,0
11,2015,1,2,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient,88,0,1
29,2017,1,1,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,74.1,0,2
168,2016,1,3,Groups,TA/TO,0,0,0,A,0,257,NA,0,Transient,80,0,0
12,2016,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,201,0,1
91,2016,0,4,Offline TA/TO,TA/TO,0,0,0,D,0,196,NA,0,Transient,53.1,0,0
3,2016,2,1,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,91,0,0
239,2015,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,248,NA,0,Transient-Party,80,0,0
47,2017,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,210,0,0
6,2017,2,2,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,168.15,0,1
43,2017,0,2,Corporate,Corporate,0,0,0,A,0,NA,169,0,Transient-Party,50,0,0
140,2016,1,1,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,259,0,0
297,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,315,NA,0,Transient,88.9,0,1
45,2016,1,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,115,1,2
35,2016,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,2
181,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,152.86,0,1
77,2016,1,2,Online TA,TA/TO,0,0,0,D,2,240,NA,0,Transient,202,0,0
43,2015,0,4,Corporate,Corporate,0,0,0,A,2,NA,NA,0,Contract,80,0,1
111,2015,0,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,0,0,2
46,2016,0,4,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,215.5,1,0
19,2015,0,3,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,26.1,0,0
212,2017,1,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,140,0,1
0,2015,0,2,Corporate,Corporate,0,0,0,A,1,NA,NA,0,Transient-Party,40,0,0
42,2016,5,13,Offline TA/TO,TA/TO,0,0,0,D,0,95,NA,0,Transient,46.44,0,1
4,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,58,0,2
60,2017,3,7,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,137,0,0
74,2017,1,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,30,0,1
81,2015,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,40.5,0,2
40,2016,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,76.75,0,0
47,2016,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,26.1,0,0
27,2017,1,2,Direct,TA/TO,1,0,1,D,0,250,NA,0,Transient,99,0,2
7,2017,0,1,Corporate,Corporate,0,0,2,A,0,NA,116,0,Transient,38,1,0
71,2016,1,2,Offline TA/TO,TA/TO,0,0,0,D,1,5,NA,0,Transient,120,0,0
383,2016,1,3,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,48,0,0
184,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,156,NA,0,Contract,55.68,0,0
162,2017,1,5,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,155,0,2
0,2016,1,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,156,1,0
4,2015,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient,58,0,1
1,2015,0,1,Corporate,Corporate,0,0,0,A,0,NA,94,0,Transient,37,0,0
149,2017,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,52,0,1
171,2017,2,7,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,70,0,1
31,2016,1,1,Groups,Corporate,0,0,0,E,0,NA,NA,0,Transient,85,1,0
36,2017,2,5,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,134,0,0
9,2017,1,1,Online TA,Direct,1,0,1,A,2,240,NA,0,Transient,60,0,2
305,2017,0,1,Online TA,TA/TO,0,0,0,A,1,314,NA,0,Transient,121.5,0,0
182,2016,0,2,Online TA,TA/TO,0,0,0,C,1,241,NA,0,Transient,150.6,0,1
54,2017,2,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,100,0,1
3,2017,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,146,NA,0,Transient,35,0,0
4,2017,2,1,Online TA,TA/TO,0,0,0,A,0,127,NA,0,Transient,65.6,0,0
96,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,41.2,1,0
21,2015,0,2,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,47,0,1
44,2016,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,82.8,0,1
3,2015,0,1,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,46,1,0
0,2015,0,1,Direct,Direct,0,0,0,L,0,NA,NA,0,Transient,136,0,0
12,2016,1,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,189,0,0
86,2017,2,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,195.86,0,0
10,2016,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,181,1,1
3,2015,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,48,0,0
113,2017,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,230,0,1
2,2015,1,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,66,0,1
8,2016,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,63,1,1
85,2015,2,5,Online TA,TA/TO,0,0,0,A,0,147,NA,0,Transient,114.14,0,2
151,2016,0,4,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient,46,0,0
244,2017,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,82.8,0,2
393,2016,2,2,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient,72,0,0
75,2017,0,4,Online TA,TA/TO,0,0,0,H,1,240,NA,0,Transient,230,0,2
21,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,217.71,0,1
196,2016,1,2,Groups,TA/TO,0,0,0,A,0,NA,308,0,Transient-Party,114,0,1
41,2016,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,129,0,0
1,2017,1,1,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient,116,0,1
93,2015,2,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,34.65,0,1
2,2016,1,0,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,98.1,0,0
25,2017,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,71,0,0
218,2015,2,2,Online TA,TA/TO,0,1,0,A,0,240,NA,0,Transient,134,0,1
21,2016,2,3,Online TA,TA/TO,0,0,0,D,0,242,NA,0,Transient,79,0,0
50,2017,0,1,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,280,0,1
152,2015,1,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,99,0,0
14,2016,1,1,Complementary,Direct,0,0,0,A,0,NA,NA,0,Transient,0,0,1
0,2016,1,3,Direct,Direct,1,0,1,A,0,NA,NA,0,Transient,38,0,0
76,2017,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,241.67,0,2
367,2016,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,2,NA,0,Transient,70,0,1
2,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,10,NA,0,Transient,72,0,0
102,2016,0,1,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,82,0,0
64,2017,1,2,Groups,Corporate,0,0,0,A,7,NA,307,0,Transient-Party,90,0,1
216,2016,2,7,Offline TA/TO,TA/TO,0,0,0,C,0,8,NA,0,Transient,58.1,0,0
210,2017,2,5,Direct,Direct,0,0,0,G,1,250,NA,0,Transient,279.03,0,1
29,2016,0,5,Online TA,TA/TO,0,0,0,A,0,NA,NA,0,Transient,52.2,0,0
248,2016,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,70,0,1
3,2017,0,1,Corporate,Corporate,0,0,0,A,0,NA,169,0,Transient,47,1,1
210,2017,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,11,NA,0,Transient,70.2,0,0
158,2017,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,125,0,2
386,2016,1,3,Groups,Corporate,0,0,0,A,0,NA,NA,0,Transient-Party,49,0,0
4,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
9,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,67,1,0
151,2015,2,8,Offline TA/TO,TA/TO,0,0,0,D,0,156,NA,0,Contract,104.55,0,0
10,2016,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,75,0,1
69,2015,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,112.5,0,1
193,2017,2,5,Online TA,TA/TO,0,0,0,C,1,314,NA,0,Transient,184.5,0,0
4,2015,0,2,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient,70,0,2
312,2017,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,68.4,0,0
228,2016,0,3,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,53.1,0,1
53,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,105,0,3
19,2015,0,2,Groups,Corporate,0,0,0,A,0,NA,343,0,Transient-Party,36,0,0
193,2016,2,3,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,50.84,0,1
359,2017,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,165.6,0,0
236,2016,0,3,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,54,1,0
7,2016,1,4,Groups,Corporate,0,0,0,A,0,NA,405,0,Transient-Party,50,0,0
26,2016,2,4,Online TA,TA/TO,0,0,0,E,2,240,NA,0,Transient,95,0,2
140,2017,3,5,Online TA,TA/TO,0,0,0,G,2,240,NA,0,Transient,215.5,0,0
19,2016,1,4,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,35.1,0,0
18,2016,0,1,Direct,Corporate,0,0,0,A,0,NA,NA,0,Transient,57.6,1,0
168,2016,0,2,Groups,TA/TO,0,0,0,A,0,245,NA,0,Transient,86,0,0
7,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,214.71,0,1
55,2015,0,3,Offline TA/TO,TA/TO,0,0,0,D,0,5,NA,0,Transient,90.4,1,0
244,2015,2,5,Groups,TA/TO,0,24,0,A,0,96,NA,0,Transient-Party,8,0,0
247,2015,1,2,Groups,TA/TO,0,1,0,A,0,68,NA,0,Transient,81,0,0
104,2017,0,4,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,121.5,0,0
108,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Contract,36,0,1
128,2015,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,79,0,1
92,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,156,NA,0,Transient-Party,59.18,0,2
152,2016,0,4,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,51,0,1
2,2016,0,2,Direct,Direct,0,0,0,A,0,NA,47,0,Transient,30,0,0
82,2017,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37,0,0
180,2016,2,5,Online TA,TA/TO,0,0,0,E,2,240,NA,0,Transient,187,0,1
113,2017,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,42,0,0
0,2015,0,1,Online TA,TA/TO,1,0,1,D,0,240,NA,0,Transient,40,0,0
96,2016,2,6,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,47.56,0,2
49,2016,0,1,Offline TA/TO,TA/TO,0,0,0,F,0,360,NA,0,Transient-Party,105,0,1
2,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,330,NA,0,Transient,34,0,1
84,2015,0,3,Online TA,TA/TO,0,0,0,G,0,241,NA,0,Transient,83.62,0,2
27,2017,1,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,172.5,1,1
174,2017,0,5,Direct,Direct,0,0,0,D,1,250,NA,0,Transient,193.1,0,1
133,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Transient,94,0,2
163,2017,4,10,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,180,0,2
0,2017,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,39,0,0
76,2017,0,2,Online TA,TA/TO,0,0,0,D,1,242,NA,0,Transient,304,0,3
162,2017,2,5,Groups,TA/TO,0,0,0,C,0,NA,223,0,Transient-Party,8,0,0
220,2017,4,6,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,244,0,0
5,2015,2,0,Direct,Direct,0,0,2,A,0,NA,NA,0,Transient,130,1,2
124,2017,4,6,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,158.85,0,2
214,2017,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,54,0,0
140,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,207,0,1
73,2017,8,21,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.83,0,1
168,2016,1,3,Groups,TA/TO,0,0,0,A,0,257,NA,0,Transient,80,0,0
28,2016,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,42,0,1
3,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,330,NA,0,Transient,39,0,0
46,2017,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,135,0,0
1,2016,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,48,0,2
0,2016,0,0,Online TA,TA/TO,1,0,0,E,0,241,NA,0,Transient,0,0,1
102,2017,2,1,Groups,Corporate,0,0,0,A,0,495,NA,0,Transient,39.33,0,0
76,2016,2,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient-Party,133.14,1,3
0,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,43,0,0
32,2017,2,6,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,53.5,0,0
20,2017,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,464,NA,0,Transient,66,0,0
1,2016,0,1,Online TA,TA/TO,0,0,5,A,0,240,NA,0,Transient,43,0,1
2,2016,0,1,Corporate,Corporate,1,0,3,A,0,NA,331,0,Transient,48,0,0
70,2017,2,0,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,157,1,1
219,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,310,NA,0,Transient,52,0,0
346,2015,4,8,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,96.3,0,0
60,2016,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,91,0,2
220,2017,2,5,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient-Party,81.2,0,1
29,2015,2,5,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,97.29,0,1
256,2016,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,93,1,1
225,2016,1,3,Groups,Direct,0,0,0,A,3,NA,223,0,Transient-Party,60,0,0
3,2017,0,1,Direct,Direct,0,0,0,A,0,250,NA,0,Transient-Party,39,0,0
29,2016,0,2,Corporate,Direct,1,0,1,A,0,NA,112,0,Transient,36,1,0
1,2016,0,1,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,51,0,0
0,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,60,0,1
215,2016,3,7,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Transient,74.76,0,0
13,2016,1,0,Online TA,TA/TO,1,0,0,A,0,240,NA,0,Group,99,0,1
116,2016,2,5,Groups,Direct,0,0,0,D,0,273,NA,0,Transient,72,0,0
6,2017,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,39,0,0
221,2015,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,208,NA,0,Transient-Party,74,0,1
12,2016,2,3,Online TA,TA/TO,0,0,0,F,1,241,NA,0,Transient,116.31,0,1
364,2016,1,4,Groups,Direct,0,0,0,A,2,223,223,0,Transient-Party,101,0,0
386,2016,0,3,Groups,Corporate,0,0,0,A,2,NA,NA,0,Transient-Party,40,0,0
10,2017,0,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,209.75,0,3
12,2017,1,1,Corporate,Corporate,0,0,0,A,2,NA,103,0,Transient,35,0,0
7,2016,0,4,Groups,Corporate,0,0,0,A,1,NA,405,0,Transient-Party,44,0,0
145,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,171,NA,0,Transient,93.8,0,0
92,2016,2,4,Online TA,TA/TO,0,0,0,E,2,240,NA,0,Transient,61.2,0,0
176,2016,1,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,193.67,1,2
12,2016,0,3,Groups,Direct,0,0,0,A,1,385,NA,0,Transient-Party,85.33,0,0
4,2015,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,47,0,0
18,2016,0,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,56.05,1,1
207,2017,1,3,Groups,TA/TO,0,0,0,D,2,152,NA,113,Transient-Party,56,0,0
97,2015,2,5,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,62.43,1,2
118,2017,2,5,Groups,TA/TO,0,0,0,A,1,96,NA,0,Transient-Party,44,0,0
9,2017,1,2,Offline TA/TO,TA/TO,0,0,0,A,0,NA,NA,0,Transient,135,0,0
0,2017,0,0,Direct,Direct,1,0,0,G,0,NA,NA,0,Transient,0,0,0
0,2016,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,51,1,0
0,2015,0,2,Corporate,Corporate,1,1,3,A,0,88,NA,0,Transient,35,0,0
185,2016,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
16,2017,0,1,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,308,0,1
51,2016,4,6,Direct,Direct,0,0,0,D,1,NA,NA,0,Transient,68,0,2
29,2015,2,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,165.75,0,2
0,2016,1,0,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,51,0,0
152,2015,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,88.4,0,0
282,2016,1,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,99,0,1
0,2016,0,1,Online TA,TA/TO,1,0,2,A,0,240,NA,0,Transient,39,0,1
241,2016,2,4,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,157.5,0,1
13,2017,2,1,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,67,0,2
339,2017,2,6,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,185.4,0,1
125,2016,2,5,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient,76,1,3
1,2017,0,2,Direct,Direct,0,0,0,D,1,250,NA,0,Transient,116,0,2
236,2016,1,3,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,48,0,0
80,2017,1,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,75,0,0
286,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,315,NA,0,Contract,117.45,0,0
23,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
0,2016,1,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,183,1,0
93,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,192,0,0
75,2015,2,7,Offline TA/TO,TA/TO,0,0,0,E,0,40,NA,0,Contract,54.4,0,0
257,2016,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,143,0,1
3,2016,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,56,0,1
218,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,58.95,0,1
12,2016,2,3,Offline TA/TO,TA/TO,0,0,0,A,0,115,NA,0,Transient,41.4,0,0
327,2016,0,4,Groups,TA/TO,0,0,0,A,1,201,NA,0,Transient-Party,59.4,0,0
113,2016,0,1,Groups,Direct,0,0,0,A,0,305,NA,0,Transient,72,0,0
3,2016,1,0,Corporate,Corporate,0,0,0,A,1,NA,323,0,Transient,50,0,0
2,2016,2,5,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient,122.86,0,1
222,2015,1,1,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient-Party,80,0,0
119,2016,4,10,Offline TA/TO,TA/TO,0,0,0,E,0,96,NA,0,Transient,42.5,0,0
21,2016,2,3,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,33.26,0,1
73,2015,1,5,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,127,0,1
0,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,44,0,1
51,2015,0,4,Online TA,TA/TO,0,0,0,A,0,147,NA,0,Transient,101.68,0,0
334,2015,2,5,Direct,Direct,0,0,0,A,0,NA,NA,0,Group,0,0,0
143,2017,2,7,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,112.42,0,1
107,2016,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,243,NA,0,Contract,72.75,0,2
5,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,5,NA,0,Transient-Party,26,0,0
32,2015,2,7,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,128.2,0,1
2,2017,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,261,NA,0,Transient,41,1,1
26,2017,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,197,0,3
236,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,177,NA,0,Transient,61.4,0,1
25,2017,2,3,Online TA,TA/TO,0,0,0,E,0,242,NA,0,Transient,242,0,2
46,2017,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,531,NA,0,Transient,106,0,2
21,2016,1,1,Groups,TA/TO,0,0,0,E,1,NA,NA,0,Transient-Party,45,0,0
105,2017,2,5,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,275,0,1
322,2017,1,3,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,94.25,0,1
170,2016,2,5,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,93.5,1,2
185,2016,1,1,Groups,TA/TO,0,0,0,A,1,298,NA,0,Transient-Party,54.5,0,0
33,2015,2,2,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,89.97,0,1
59,2017,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,168,0,0
44,2015,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,135,0,1
159,2017,2,1,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,96.25,0,1
10,2016,2,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,56,0,1
36,2017,3,6,Online TA,TA/TO,0,0,0,E,1,314,NA,0,Transient,111.78,0,0
100,2016,0,1,Online TA,TA/TO,0,0,0,E,3,240,NA,0,Transient-Party,208,1,2
170,2017,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,2
73,2015,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,73.8,0,2
59,2016,2,4,Online TA,TA/TO,0,0,0,A,1,241,NA,0,Transient,58.33,1,1
0,2017,0,1,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient-Party,60,0,0
31,2017,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,48,0,2
388,2017,0,3,Groups,TA/TO,0,0,0,E,0,96,NA,0,Transient-Party,72,0,0
289,2015,1,2,Groups,TA/TO,0,1,0,A,0,134,NA,0,Transient-Party,69,0,0
8,2016,0,3,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,216,1,0
67,2017,2,2,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,53.4,0,1
87,2016,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,73,0,0
7,2016,0,2,Offline TA/TO,TA/TO,0,0,0,D,0,1,NA,0,Transient,152.16,1,0
152,2017,0,4,Groups,TA/TO,0,0,0,A,2,NA,223,0,Transient-Party,42,0,0
7,2016,0,2,Groups,TA/TO,0,0,0,A,0,332,NA,0,Transient-Party,37,0,0
20,2017,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,123,0,0
34,2015,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,120.6,1,3
58,2017,2,5,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,140.57,0,0
119,2016,2,5,Online TA,TA/TO,0,0,0,C,0,196,NA,0,Transient-Party,248.8,0,1
7,2016,0,3,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,43,0,1
107,2017,0,2,Groups,TA/TO,0,0,0,E,1,96,NA,0,Transient-Party,72,0,0
191,2016,1,2,Offline TA/TO,TA/TO,0,0,0,A,1,NA,NA,0,Transient-Party,85.33,0,0
86,2017,0,3,Groups,TA/TO,0,0,0,A,0,67,NA,0,Transient,46,0,0
116,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,85,0,1
13,2017,0,1,Direct,TA/TO,0,0,0,A,0,NA,NA,0,Transient,136,1,0
2,2016,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,327,NA,0,Transient,45,1,0
1,2016,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,330,NA,0,Transient,67.5,0,0
117,2016,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,71.2,0,1
4,2015,0,1,Corporate,Corporate,0,0,4,A,0,NA,204,0,Transient,134,0,0
162,2016,6,15,Groups,TA/TO,0,0,0,A,0,96,NA,0,Transient,82,0,0
16,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,71,NA,0,Transient,48.1,0,0
333,2016,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,115.5,0,2
48,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,464,NA,0,Transient,66,0,0
0,2016,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,78,1,1
206,2017,3,7,Offline TA/TO,TA/TO,0,0,0,E,0,40,NA,0,Transient,131.4,0,1
13,2016,1,0,Online TA,TA/TO,0,0,0,A,0,339,NA,0,Transient,43.2,0,0
12,2016,0,4,Offline TA/TO,TA/TO,0,0,0,A,0,115,NA,0,Transient,26.1,0,0
166,2017,2,4,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,220,0,2
0,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,8,0,0
